Provider,TotalClaims,UniqueBeneficiaries,UniquePhysicians,InscClaimAmtReimbursed_sum,InscClaimAmtReimbursed_mean,InscClaimAmtReimbursed_std,DeductibleAmtPaid_sum,DeductibleAmtPaid_mean,NoOfMonths_PartACov_mean,NoOfMonths_PartBCov_mean,IPAnnualReimbursementAmt_mean,OPAnnualReimbursementAmt_mean,ChronicCond_Alzheimer_mean,ChronicCond_Heartfailure_mean,ChronicCond_KidneyDisease_mean,ChronicCond_Cancer_mean,ChronicCond_ObstrPulmonary_mean,ChronicCond_Depression_mean,ChronicCond_Diabetes_mean,ChronicCond_IschemicHeart_mean,ChronicCond_Osteoporasis_mean,ChronicCond_rheumatoidarthritis_mean,ChronicCond_stroke_mean,RenalDiseaseIndicator_mean,PotentialFraud,PotentialFraud_Encoded
PRV51102,12,11,3,148000,12333.333333333334,12017.663767315278,12816.0,1068.0,12.0,12.0,14833.333333333334,739.1666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.08333333333333333,0.25,0.3333333333333333,0.75,0.9166666666666666,0.08333333333333333,0.5,0.16666666666666666,0.25,No,0
PRV51103,6,4,2,440,73.33333333333333,71.46094504459528,60.0,10.0,12.0,12.0,1333.3333333333333,1138.3333333333333,0.5,0.6666666666666666,1.0,0.0,0.5,0.8333333333333334,1.0,1.0,0.6666666666666666,1.0,0.0,0.0,Yes,1
PRV51104,12,9,2,1900,158.33333333333334,202.83595401807898,110.0,9.166666666666666,12.0,12.0,2750.0,1849.1666666666667,0.5833333333333334,0.8333333333333334,0.25,0.0,0.5,0.4166666666666667,0.75,0.9166666666666666,0.4166666666666667,0.3333333333333333,0.0,0.16666666666666666,No,0
PRV51105,12,12,2,6540,545.0,767.4455858708989,0.0,0.0,12.0,12.0,8048.333333333333,4275.0,0.5,0.8333333333333334,0.5833333333333334,0.25,0.3333333333333333,0.4166666666666667,0.9166666666666666,0.6666666666666666,0.3333333333333333,0.25,0.0,0.16666666666666666,No,0
PRV51108,19,19,6,156000,8210.526315789473,5633.027086038801,19224.0,1068.0,12.0,11.368421052631579,13471.052631578947,2044.2105263157894,0.5789473684210527,0.6842105263157895,0.6842105263157895,0.21052631578947367,0.5789473684210527,0.47368421052631576,0.8421052631578947,0.8947368421052632,0.5263157894736842,0.21052631578947367,0.2631578947368421,0.21052631578947367,No,0
PRV51109,3,3,1,18000,6000.0,2645.7513110645905,3204.0,1068.0,12.0,12.0,7833.333333333333,1070.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,No,0
PRV51110,5,5,3,27000,5400.0,2509.980079602227,5340.0,1068.0,12.0,12.0,5456.0,1188.0,0.6,0.8,0.8,0.0,0.2,0.8,1.0,1.0,0.2,0.2,0.0,0.4,No,0
PRV51111,132,85,4,54860,415.6060606060606,886.0584799473751,200.0,1.5151515151515151,11.909090909090908,11.984848484848484,2891.212121212121,3962.121212121212,0.3712121212121212,0.5454545454545454,0.5227272727272727,0.20454545454545456,0.2878787878787879,0.4090909090909091,0.7651515151515151,0.6893939393939394,0.2878787878787879,0.2727272727272727,0.13636363636363635,0.26515151515151514,No,0
PRV51112,304,195,7,105250,346.2171052631579,655.4920296194023,810.0,2.664473684210526,12.0,11.983552631578947,4266.2171052631575,3500.4934210526317,0.375,0.5625,0.4309210526315789,0.13815789473684212,0.28618421052631576,0.39144736842105265,0.7335526315789473,0.7269736842105263,0.3190789473684211,0.3256578947368421,0.07236842105263158,0.19078947368421054,No,0
PRV51113,132,78,2,46390,351.43939393939394,712.566731923337,550.0,4.166666666666667,11.818181818181818,11.909090909090908,2906.6666666666665,3128.560606060606,0.36363636363636365,0.5227272727272727,0.4090909090909091,0.11363636363636363,0.3560606060606061,0.2727272727272727,0.7272727272727273,0.803030303030303,0.30303030303030304,0.3484848484848485,0.03787878787878788,0.23484848484848486,No,0
PRV51114,262,160,5,76720,292.82442748091603,708.7145287296077,560.0,2.1374045801526718,11.954198473282442,12.0,3903.587786259542,2914.8473282442746,0.3435114503816794,0.6335877862595419,0.38549618320610685,0.13358778625954199,0.32061068702290074,0.4083969465648855,0.7709923664122137,0.767175572519084,0.2900763358778626,0.36259541984732824,0.06870229007633588,0.21374045801526717,No,0
PRV51115,7,6,3,980,140.0,203.9607805437114,20.0,2.857142857142857,12.0,12.0,4142.857142857143,1530.0,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.0,0.2857142857142857,0.0,0.14285714285714285,No,0
PRV51117,12,10,4,1950,162.5,390.8527972151524,0.0,0.0,12.0,12.0,5791.666666666667,4857.5,0.25,1.0,0.5833333333333334,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.9166666666666666,1.0,0.25,0.4166666666666667,0.08333333333333333,0.4166666666666667,No,0
PRV51118,16,16,4,136000,8500.0,5738.757124441959,14952.0,1068.0,12.0,12.0,21635.0,7256.25,0.25,0.75,0.5,0.125,0.4375,0.5,0.8125,0.8125,0.5,0.25,0.125,0.0625,No,0
PRV51119,95,81,8,1080580,11374.526315789473,16356.874653901614,96985.0,1065.7692307692307,11.74736842105263,11.873684210526315,23562.315789473683,4823.0526315789475,0.49473684210526314,0.7157894736842105,0.5473684210526316,0.22105263157894736,0.4631578947368421,0.5263157894736842,0.7894736842105263,0.8631578947368421,0.3263157894736842,0.28421052631578947,0.12631578947368421,0.23157894736842105,Yes,1
PRV51120,7,7,1,52000,7428.571428571428,4649.628761422531,7476.0,1068.0,12.0,12.0,13302.857142857143,470.0,0.5714285714285714,0.8571428571428571,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.42857142857142855,No,0
PRV51121,7,7,3,81080,11582.857142857143,15810.69439154578,6408.0,915.4285714285714,12.0,11.857142857142858,16607.14285714286,5070.0,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.7142857142857143,1.0,0.42857142857142855,0.2857142857142857,0.0,0.14285714285714285,No,0
PRV51122,7,7,7,1120,160.0,200.91457554559517,0.0,0.0,12.0,12.0,1005.7142857142857,3861.4285714285716,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.0,0.14285714285714285,0.0,0.14285714285714285,No,0
PRV51123,31,28,21,26910,868.0645161290323,1317.6934882711753,2176.0,70.19354838709677,12.0,12.0,3292.5806451612902,4735.1612903225805,0.45161290322580644,0.6129032258064516,0.3870967741935484,0.03225806451612903,0.3870967741935484,0.45161290322580644,0.7419354838709677,0.7419354838709677,0.12903225806451613,0.3225806451612903,0.03225806451612903,0.22580645161290322,No,0
PRV51125,48,32,36,131310,2735.625,5492.628292403432,13096.0,272.8333333333333,12.0,12.0,6520.416666666667,2234.375,0.3958333333333333,0.5833333333333334,0.5,0.10416666666666667,0.22916666666666666,0.375,0.75,0.7291666666666666,0.20833333333333334,0.2708333333333333,0.20833333333333334,0.16666666666666666,No,0
PRV51126,20,14,2,177000,8850.0,6200.806399170997,21360.0,1068.0,12.0,12.0,18870.0,6082.5,0.6,0.9,0.65,0.05,0.4,0.55,0.75,1.0,0.45,0.2,0.1,0.5,Yes,1
PRV51128,50,38,19,102220,2044.4,6147.383103435815,5340.0,106.8,11.88,11.76,9700.8,2007.2,0.42,0.66,0.48,0.36,0.34,0.44,0.72,0.76,0.42,0.3,0.1,0.12,No,0
PRV51129,96,65,54,22920,238.75,364.57401241217923,480.0,5.0,11.6875,11.75,4439.791666666667,2546.9791666666665,0.375,0.5520833333333334,0.3854166666666667,0.13541666666666666,0.25,0.3854166666666667,0.6875,0.84375,0.25,0.25,0.07291666666666667,0.20833333333333334,No,0
PRV51130,7,7,2,4970,710.0,1110.8555261599054,0.0,0.0,12.0,10.285714285714286,2865.714285714286,1795.7142857142858,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.8571428571428571,0.2857142857142857,0.8571428571428571,0.0,0.42857142857142855,0.42857142857142855,0.14285714285714285,No,0
PRV51131,8,8,4,1160,145.0,272.81600288210996,70.0,8.75,12.0,12.0,3752.5,973.75,0.375,0.375,0.375,0.125,0.375,0.5,0.875,0.625,0.125,0.25,0.125,0.25,No,0
PRV51132,8,6,5,5330,666.25,1376.0392176720216,1068.0,133.5,9.0,9.0,875.0,1133.75,0.125,0.375,0.375,0.0,0.0,0.125,0.5,0.5,0.375,0.0,0.0,0.0,No,0
PRV51134,15,12,3,7610,507.3333333333333,862.0363488082546,80.0,5.333333333333333,12.0,12.0,2164.6666666666665,7354.0,0.6666666666666666,0.6,0.4666666666666667,0.06666666666666667,0.3333333333333333,0.5333333333333333,0.6666666666666666,0.6,0.13333333333333333,0.26666666666666666,0.0,0.26666666666666666,No,0
PRV51135,5,2,1,300,60.0,25.495097567963924,0.0,0.0,12.0,12.0,800.0,364.0,0.0,0.2,0.2,0.8,1.0,0.0,0.2,1.0,0.8,0.0,0.0,0.0,No,0
PRV51136,1,1,1,20000,20000.0,,1068.0,1068.0,12.0,12.0,20000.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,No,0
PRV51137,55,51,23,16050,291.8181818181818,915.9756807969565,1348.0,24.509090909090908,11.781818181818181,11.981818181818182,4284.363636363636,1896.5454545454545,0.4,0.6909090909090909,0.32727272727272727,0.16363636363636364,0.34545454545454546,0.43636363636363634,0.8363636363636363,0.7636363636363637,0.43636363636363634,0.4,0.03636363636363636,0.10909090909090909,No,0
PRV51138,26,21,7,13430,516.5384615384615,1328.0751253078788,1068.0,41.07692307692308,11.538461538461538,11.538461538461538,7255.384615384615,1672.3076923076924,0.23076923076923078,0.6538461538461539,0.3076923076923077,0.15384615384615385,0.23076923076923078,0.4230769230769231,0.34615384615384615,0.7692307692307693,0.34615384615384615,0.38461538461538464,0.07692307692307693,0.19230769230769232,No,0
PRV51139,43,42,34,52580,1222.7906976744187,2617.7647003842944,7516.0,174.7906976744186,11.906976744186046,12.0,4144.418604651163,2857.906976744186,0.3488372093023256,0.6046511627906976,0.37209302325581395,0.16279069767441862,0.27906976744186046,0.5581395348837209,0.7674418604651163,0.7441860465116279,0.27906976744186046,0.18604651162790697,0.06976744186046512,0.20930232558139536,No,0
PRV51140,487,394,5,453130,930.4517453798768,2349.6109040529427,50418.0,103.74074074074075,11.926078028747433,11.979466119096509,5292.525667351129,2471.3141683778235,0.37782340862423,0.6057494866529775,0.3839835728952772,0.15195071868583163,0.324435318275154,0.41478439425051333,0.7166324435318275,0.7371663244353183,0.30390143737166325,0.3203285420944558,0.10472279260780287,0.1868583162217659,No,0
PRV51141,71,37,8,19490,274.50704225352115,409.52512126815634,170.0,2.3943661971830985,11.32394366197183,12.0,4550.704225352113,1347.1830985915492,0.2535211267605634,0.5070422535211268,0.2676056338028169,0.09859154929577464,0.2535211267605634,0.36619718309859156,0.647887323943662,0.6056338028169014,0.18309859154929578,0.19718309859154928,0.07042253521126761,0.18309859154929578,No,0
PRV51142,51,38,15,104570,2050.392156862745,8323.291887416734,7536.0,147.76470588235293,12.0,11.980392156862745,6310.196078431372,2528.0392156862745,0.3333333333333333,0.6470588235294118,0.43137254901960786,0.11764705882352941,0.27450980392156865,0.35294117647058826,0.6470588235294118,0.803921568627451,0.27450980392156865,0.13725490196078433,0.1568627450980392,0.23529411764705882,No,0
PRV51143,77,68,26,20450,265.5844155844156,515.6944564230928,350.0,4.545454545454546,11.844155844155845,11.948051948051948,4543.116883116883,1568.8311688311687,0.42857142857142855,0.5844155844155844,0.3246753246753247,0.16883116883116883,0.24675324675324675,0.35064935064935066,0.5714285714285714,0.5714285714285714,0.3116883116883117,0.23376623376623376,0.05194805194805195,0.14285714285714285,No,0
PRV51144,30,29,14,61220,2040.6666666666667,6249.665885322264,4492.0,149.73333333333332,12.0,12.0,4097.666666666667,2092.6666666666665,0.36666666666666664,0.5,0.3333333333333333,0.26666666666666666,0.23333333333333334,0.43333333333333335,0.6,0.8,0.36666666666666664,0.3,0.03333333333333333,0.03333333333333333,No,0
PRV51145,202,161,37,1606350,7952.227722772277,8839.83473245615,166748.0,846.4365482233502,11.94059405940594,12.0,16146.18811881188,1350.7920792079208,0.5099009900990099,0.6732673267326733,0.5198019801980198,0.20297029702970298,0.41089108910891087,0.4504950495049505,0.7376237623762376,0.8118811881188119,0.3465346534653465,0.35148514851485146,0.16831683168316833,0.2376237623762376,Yes,1
PRV51146,352,334,77,1680910,4775.3125,8277.428541756724,171670.0,490.48571428571427,11.914772727272727,11.965909090909092,9420.681818181818,2211.903409090909,0.3977272727272727,0.6534090909090909,0.48011363636363635,0.17897727272727273,0.3721590909090909,0.4318181818181818,0.7102272727272727,0.8096590909090909,0.36363636363636365,0.32954545454545453,0.10795454545454546,0.20170454545454544,Yes,1
PRV51147,32,32,23,8860,276.875,691.7319894014519,210.0,6.5625,12.0,11.875,3880.0,2430.9375,0.3125,0.5625,0.375,0.125,0.21875,0.375,0.6875,0.5625,0.25,0.15625,0.03125,0.125,No,0
PRV51148,330,263,60,488660,1480.7878787878788,4684.377189223393,36294.0,110.3161094224924,11.963636363636363,11.957575757575757,4914.515151515152,2557.3636363636365,0.33636363636363636,0.5909090909090909,0.4090909090909091,0.1787878787878788,0.28484848484848485,0.42727272727272725,0.6878787878787879,0.7666666666666667,0.32727272727272727,0.31212121212121213,0.09393939393939393,0.24848484848484848,Yes,1
PRV51149,148,136,25,1120680,7572.1621621621625,8738.849185629124,123958.0,837.5540540540541,11.837837837837839,11.932432432432432,14534.18918918919,2759.864864864865,0.4391891891891892,0.7094594594594594,0.6148648648648649,0.12837837837837837,0.4797297297297297,0.5135135135135135,0.75,0.8243243243243243,0.4189189189189189,0.36486486486486486,0.16891891891891891,0.27702702702702703,Yes,1
PRV51151,233,225,97,201300,863.9484978540772,2253.739963909391,23298.0,100.42241379310344,11.896995708154506,12.0,5334.50643776824,2602.489270386266,0.45493562231759654,0.5965665236051502,0.45064377682403434,0.15021459227467812,0.36909871244635195,0.4978540772532189,0.6866952789699571,0.7682403433476395,0.30042918454935624,0.30472103004291845,0.11158798283261803,0.23605150214592274,No,0
PRV51152,83,39,3,25770,310.48192771084337,645.3395846741914,500.0,6.024096385542169,11.710843373493976,12.0,4607.951807228916,2278.0722891566265,0.4939759036144578,0.5542168674698795,0.5180722891566265,0.012048192771084338,0.37349397590361444,0.5783132530120482,0.7590361445783133,0.6746987951807228,0.26506024096385544,0.30120481927710846,0.1566265060240964,0.1927710843373494,No,0
PRV51153,87,83,51,71490,821.7241379310345,3780.9243384717165,4902.0,56.3448275862069,11.862068965517242,12.0,7159.080459770115,1649.8850574712644,0.3333333333333333,0.5632183908045977,0.3793103448275862,0.12643678160919541,0.3218390804597701,0.5517241379310345,0.6781609195402298,0.7241379310344828,0.3448275862068966,0.3218390804597701,0.08045977011494253,0.16091954022988506,No,0
PRV51154,161,147,3,45750,284.16149068322983,796.7085092791241,790.0,4.906832298136646,12.0,12.0,3420.6832298136646,2089.503105590062,0.40993788819875776,0.6086956521739131,0.35403726708074534,0.14285714285714285,0.2981366459627329,0.4720496894409938,0.6894409937888198,0.6583850931677019,0.35403726708074534,0.37267080745341613,0.11180124223602485,0.18012422360248448,No,0
PRV51155,115,110,1,26330,228.95652173913044,483.3098129420105,160.0,1.391304347826087,12.0,11.939130434782609,4628.782608695652,1714.0,0.45217391304347826,0.5304347826086957,0.3130434782608696,0.17391304347826086,0.26956521739130435,0.4,0.6608695652173913,0.6608695652173913,0.26956521739130435,0.2956521739130435,0.08695652173913043,0.16521739130434782,No,0
PRV51156,542,425,3,140640,259.48339483394835,533.4428603946388,1720.0,3.1734317343173433,11.977859778597786,12.0,4754.354243542435,2352.361623616236,0.34870848708487084,0.5461254612546126,0.34317343173431736,0.14575645756457564,0.3284132841328413,0.4059040590405904,0.6660516605166051,0.7140221402214022,0.3173431734317343,0.3173431734317343,0.07933579335793357,0.16789667896678967,No,0
PRV51159,569,506,99,797790,1402.091388400703,4299.032443396993,70450.0,123.81370826010544,11.85237258347979,11.9103690685413,5588.945518453427,2153.3567662565906,0.40421792618629176,0.5448154657293497,0.37082601054481545,0.1616871704745167,0.3110720562390158,0.4094903339191564,0.6836555360281195,0.7223198594024605,0.31985940246045697,0.30404217926186294,0.11072056239015818,0.1687170474516696,Yes,1
PRV51160,114,110,22,872020,7649.298245614035,9433.836457117693,96140.0,843.3333333333334,11.789473684210526,12.0,14306.842105263158,1838.859649122807,0.4649122807017544,0.7105263157894737,0.6140350877192983,0.24561403508771928,0.5087719298245614,0.45614035087719296,0.7543859649122807,0.7543859649122807,0.39473684210526316,0.37719298245614036,0.20175438596491227,0.21929824561403508,No,0
PRV51164,391,334,7,556980,1424.5012787723786,4465.106159977628,44548.0,113.93350383631713,11.938618925831202,11.966751918158568,5663.657289002557,2515.6010230179027,0.3350383631713555,0.6086956521739131,0.3887468030690537,0.13043478260869565,0.3171355498721228,0.44501278772378516,0.6649616368286445,0.7647058823529411,0.30179028132992325,0.309462915601023,0.10230179028132992,0.20971867007672634,No,0
PRV51165,98,97,62,329700,3364.285714285714,8368.731936608088,28088.0,286.61224489795916,11.877551020408163,11.857142857142858,6605.6122448979595,2340.408163265306,0.42857142857142855,0.5408163265306123,0.41836734693877553,0.11224489795918367,0.30612244897959184,0.4387755102040816,0.6938775510204082,0.7142857142857143,0.3469387755102041,0.21428571428571427,0.14285714285714285,0.19387755102040816,No,0
PRV51166,5,5,4,24870,4974.0,9586.413823740346,1068.0,213.6,12.0,12.0,7200.0,2602.0,0.2,0.6,0.2,0.2,0.2,0.2,1.0,0.4,0.2,0.6,0.0,0.0,No,0
PRV51167,190,182,22,51980,273.57894736842104,546.3295820773889,410.0,2.1578947368421053,11.926315789473684,11.905263157894737,4541.8421052631575,1847.4736842105262,0.42105263157894735,0.5526315789473685,0.3894736842105263,0.17894736842105263,0.3,0.4263157894736842,0.7315789473684211,0.7947368421052632,0.28421052631578947,0.2789473684210526,0.06842105263157895,0.15263157894736842,No,0
PRV51168,87,86,14,80470,924.9425287356322,3020.761059795954,9782.0,112.4367816091954,12.0,11.862068965517242,4970.574712643678,2257.1264367816093,0.4367816091954023,0.6091954022988506,0.3563218390804598,0.12643678160919541,0.27586206896551724,0.3793103448275862,0.6666666666666666,0.7816091954022989,0.3563218390804598,0.3563218390804598,0.06896551724137931,0.16091954022988506,No,0
PRV51169,77,74,51,19380,251.6883116883117,512.5385803126962,50.0,0.6493506493506493,12.0,11.987012987012987,3497.012987012987,3164.025974025974,0.4155844155844156,0.5714285714285714,0.42857142857142855,0.11688311688311688,0.2597402597402597,0.4675324675324675,0.6753246753246753,0.6883116883116883,0.4025974025974026,0.3116883116883117,0.12987012987012986,0.23376623376623376,No,0
PRV51170,16,16,8,145820,9113.75,16322.149317211055,8544.0,534.0,11.25,12.0,14669.375,1305.625,0.5,0.5625,0.5,0.0625,0.5625,0.5,0.875,0.625,0.3125,0.5,0.1875,0.25,Yes,1
PRV51171,59,59,38,13820,234.23728813559322,505.2114729286399,200.0,3.389830508474576,11.796610169491526,11.966101694915254,5506.271186440678,2405.2542372881358,0.3898305084745763,0.6610169491525424,0.4915254237288136,0.15254237288135594,0.3220338983050847,0.3728813559322034,0.6779661016949152,0.711864406779661,0.3220338983050847,0.23728813559322035,0.11864406779661017,0.2033898305084746,No,0
